Country,HasMentalHealthSupport
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,No
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,No
Sweden,No
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,No
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,No
Sweden,Yes
Sweden,No
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,No
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,No
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,No
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,No
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,No
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,No
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,No
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,No
Sweden,No
Sweden,No
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,No
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,No
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,No
Sweden,No
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,No
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,No
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,Yes
Sweden,No
Sweden,No
Sweden,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,No
Norway,Yes
Norway,No
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,No
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,No
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,No
Norway,Yes
Norway,No
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,No
Norway,Yes
Norway,No
Norway,Yes
Norway,No
Norway,No
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,No
Norway,No
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,No
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,No
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,No
Norway,No
Norway,No
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,No
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,No
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,No
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,No
Norway,No
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,No
Norway,Yes
Norway,No
Norway,No
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Norway,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,No
Denmark,No
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,No
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,No
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,No
Denmark,Yes
Denmark,No
Denmark,No
Denmark,Yes
Denmark,No
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,No
Denmark,No
Denmark,Yes
Denmark,No
Denmark,No
Denmark,No
Denmark,No
Denmark,No
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,No
Denmark,No
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,No
Denmark,No
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,No
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,No
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,No
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,No
Denmark,No
Denmark,No
Denmark,No
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,No
Denmark,No
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,No
Denmark,No
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,No
Denmark,No
Denmark,Yes
Denmark,No
Denmark,No
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,No
Denmark,Yes
Denmark,No
Denmark,No
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,No
Denmark,No
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Denmark,Yes
Denmark,No
Denmark,Yes
Denmark,Yes
Finland,Yes
Finland,No
Finland,No
Finland,Yes
Finland,No
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,No
Finland,No
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,No
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,No
Finland,No
Finland,Yes
Finland,No
Finland,No
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,No
Finland,Yes
Finland,No
Finland,No
Finland,Yes
Finland,No
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,No
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,No
Finland,No
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,No
Finland,No
Finland,Yes
Finland,No
Finland,Yes
Finland,No
Finland,No
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,No
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,No
Finland,No
Finland,No
Finland,No
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,No
Finland,Yes
Finland,No
Finland,Yes
Finland,No
Finland,No
Finland,No
Finland,Yes
Finland,No
Finland,Yes
Finland,No
Finland,No
Finland,Yes
Finland,No
Finland,Yes
Finland,No
Finland,No
Finland,Yes
Finland,No
Finland,No
Finland,Yes
Finland,Yes
Finland,No
Finland,No
Finland,No
Finland,Yes
Finland,No
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,No
Finland,No
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,No
Finland,No
Finland,No
Finland,No
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,No
Finland,No
Finland,No
Finland,Yes
Finland,No
Finland,No
Finland,No
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,No
Finland,No
Finland,No
Finland,Yes
Finland,No
Finland,No
Finland,Yes
Finland,Yes
Finland,No
Finland,No
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,No
Finland,Yes
Finland,No
Finland,Yes
Finland,No
Finland,Yes
Finland,No
Finland,No
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,No
Finland,No
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,Yes
Finland,No
Finland,No
Finland,No
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Finland,Yes
Finland,No
Finland,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,No
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,No
Australia,No
Australia,No
Australia,No
Australia,Yes
Australia,No
Australia,Yes
Australia,No
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,No
Australia,No
Australia,No
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,No
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,No
Australia,Yes
Australia,No
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,No
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,No
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,No
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,No
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,No
Australia,No
Australia,No
Australia,No
Australia,No
Australia,No
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,No
Australia,Yes
Australia,No
Australia,No
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,No
Australia,Yes
Australia,No
Australia,Yes
Australia,No
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,Yes
Australia,Yes
Australia,No
Australia,Yes
Australia,Yes
Australia,No
Australia,No
Australia,Yes
Australia,No
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,No
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
New Zealand,Yes
New Zealand,No
New Zealand,No
New Zealand,No
New Zealand,No
New Zealand,Yes
New Zealand,No
New Zealand,Yes
Japan,Yes
Japan,Yes
Japan,Yes
